Season,Week,Date,Tm_Name,Tm_Pts,Home,Opp_Name,Opp_Pts,Spread,Total
2020,17,2021-01-03,DET,35,1,MIN,37,3.0,53.5
2020,1,2020-09-13,GNB,43,0,MIN,34,1.0,44.0
2020,2,2020-09-20,GNB,42,1,DET,21,-7.0,51.0
2020,3,2020-09-27,GNB,37,0,NOR,30,3.5,52.0
2020,4,2020-10-05,GNB,30,1,ATL,16,-5.0,56.5
2020,6,2020-10-18,GNB,10,0,TAM,38,-3.0,55.0
2020,7,2020-10-25,GNB,35,0,HTX,20,-2.5,55.5
2020,8,2020-11-01,GNB,22,1,MIN,28,-5.5,47.0
2020,9,2020-11-05,GNB,34,0,SFO,17,-6.0,48.5
2020,10,2020-11-15,GNB,24,1,JAX,20,-13.5,47.5
2020,11,2020-11-22,GNB,31,0,CLT,34,1.5,52.5
2020,12,2020-11-29,GNB,41,1,CHI,25,-7.5,44.0
2020,13,2020-12-06,GNB,30,1,PHI,16,-8.0,50.0
2020,14,2020-12-13,GNB,31,0,DET,24,-9.5,55.5
2020,15,2020-12-19,GNB,24,1,CAR,16,-8.0,51.5
2020,16,2020-12-27,GNB,40,1,OTI,14,-3.0,52.5
2020,17,2021-01-03,GNB,35,0,CHI,16,-4.5,48.0
2020,1,2020-09-10,HTX,20,0,KAN,34,9.5,53.5
2020,2,2020-09-20,HTX,16,1,RAV,33,7.5,49.5
2020,3,2020-09-27,HTX,21,0,PIT,28,3.5,46.5
2020,4,2020-10-04,HTX,23,1,MIN,31,-3.5,52.5
2020,5,2020-10-11,HTX,30,1,JAX,14,-6.5,55.0
2020,6,2020-10-18,HTX,36,0,OTI,42,4.0,52.0
2020,7,2020-10-25,HTX,20,1,GNB,35,2.5,55.5
2020,9,2020-11-08,HTX,27,0,JAX,25,-7.0,49.0
2020,10,2020-11-15,HTX,7,0,CLE,10,4.5,46.5
2020,11,2020-11-22,HTX,27,1,NWE,20,2.5,49.5
2020,12,2020-11-26,HTX,41,0,DET,25,-3.0,52.5
2020,13,2020-12-06,HTX,20,1,CLT,26,3.5,50.0
2020,14,2020-12-13,HTX,7,0,CHI,36,-1.0,46.5
2020,15,2020-12-20,HTX,20,0,CLT,27,7.5,52.5
2020,16,2020-12-27,HTX,31,1,CIN,37,-7.5,46.0
2020,17,2021-01-03,HTX,38,1,OTI,41,7.0,55.5
2020,1,2020-09-13,JAX,27,1,CLT,20,7.0,44.0
2020,2,2020-09-20,JAX,30,0,OTI,33,7.0,44.5
2020,3,2020-09-24,JAX,13,1,MIA,31,-2.5,49.5
2020,4,2020-10-04,JAX,25,0,CIN,33,1.0,50.0
2020,5,2020-10-11,JAX,14,0,HTX,30,6.5,55.0
2020,6,2020-10-18,JAX,16,1,DET,34,3.0,52.5
2020,7,2020-10-25,JAX,29,0,SDG,39,8.0,48.0
2020,9,2020-11-08,JAX,25,1,HTX,27,7.0,49.0
2020,10,2020-11-15,JAX,20,0,GNB,24,13.5,47.5
2020,11,2020-11-22,JAX,3,1,PIT,27,11.0,47.5
2020,12,2020-11-29,JAX,25,1,CLE,27,7.5,48.0
2020,13,2020-12-06,JAX,24,0,MIN,27,10.5,51.5
2020,14,2020-12-13,JAX,10,1,OTI,31,7.5,52.5
2020,15,2020-12-20,JAX,14,0,RAV,40,13.0,49.0
2020,16,2020-12-27,JAX,17,1,CHI,41,9.5,47.0
2020,17,2021-01-03,JAX,14,0,CLT,28,15.5,47.5
2020,1,2020-09-10,KAN,34,1,HTX,20,-9.5,53.5
2020,2,2020-09-20,KAN,23,0,SDG,20,-8.5,47.0
2020,3,2020-09-28,KAN,34,0,RAV,20,3.5,55.0
2020,4,2020-10-05,KAN,26,1,NWE,10,-11.0,48.5
2020,5,2020-10-11,KAN,32,1,RAI,40,-11.0,54.5
2020,6,2020-10-19,KAN,26,0,BUF,17,-5.5,55.0
2020,7,2020-10-25,KAN,43,0,DEN,16,-7.0,46.0
2020,8,2020-11-01,KAN,35,1,NYJ,9,-20.0,49.0
2020,9,2020-11-08,KAN,33,1,CAR,31,-10.0,51.5
2020,11,2020-11-22,KAN,35,0,RAI,31,-7.5,56.5
2020,12,2020-11-29,KAN,27,0,TAM,24,-3.5,56.0
2020,13,2020-12-06,KAN,22,1,DEN,16,-13.0,51.5
2020,14,2020-12-13,KAN,33,0,MIA,27,-7.5,52.0
2020,15,2020-12-20,KAN,32,0,NOR,29,-2.5,54.0
2020,16,2020-12-27,KAN,17,1,ATL,14,-11.0,54.0
2020,17,2021-01-03,KAN,21,1,SDG,38,7.0,43.0
2020,1,2020-09-13,MIA,11,0,NWE,21,7.5,41.5
2020,2,2020-09-20,MIA,28,1,BUF,31,5.5,42.5
2020,3,2020-09-24,MIA,31,0,JAX,13,2.5,49.5
2020,4,2020-10-04,MIA,23,1,SEA,31,4.5,55.0
2020,5,2020-10-11,MIA,43,0,SFO,17,8.5,50.5
2020,6,2020-10-18,MIA,24,1,NYJ,0,-10.0,46.0
2020,8,2020-11-01,MIA,28,1,RAM,17,3.5,46.5
2020,9,2020-11-08,MIA,34,0,CRD,31,6.0,49.0
2020,10,2020-11-15,MIA,29,1,SDG,21,-1.5,49.0
2020,11,2020-11-22,MIA,13,0,DEN,20,-4.0,46.0
2020,12,2020-11-29,MIA,20,0,NYJ,3,-7.5,46.5
2020,13,2020-12-06,MIA,19,1,CIN,7,-10.5,43.0
2020,14,2020-12-13,MIA,27,1,KAN,33,7.5,52.0
2020,15,2020-12-20,MIA,22,1,NWE,12,1.5,40.5
2020,16,2020-12-26,MIA,26,0,RAI,25,-3.0,48.0
2020,17,2021-01-03,MIA,26,0,BUF,56,-3.5,43.0
2020,1,2020-09-13,MIN,34,1,GNB,43,-1.0,44.0
2020,2,2020-09-20,MIN,11,0,CLT,28,3.5,49.0
2020,3,2020-09-27,MIN,30,1,OTI,31,3.0,49.5
2020,4,2020-10-04,MIN,31,0,HTX,23,3.5,52.5
2020,5,2020-10-11,MIN,26,0,SEA,27,6.5,54.0
2020,6,2020-10-18,MIN,23,1,ATL,40,-3.5,53.5
2020,8,2020-11-01,MIN,28,0,GNB,22,5.5,47.0
2020,9,2020-11-08,MIN,34,1,DET,20,-3.0,51.5
2020,10,2020-11-16,MIN,19,0,CHI,13,-3.5,44.5
2020,11,2020-11-22,MIN,28,1,DAL,31,-7.0,49.5
2020,12,2020-11-29,MIN,28,1,CAR,27,-3.0,50.0
2020,13,2020-12-06,MIN,27,1,JAX,24,-10.5,51.5
2020,14,2020-12-13,MIN,14,0,TAM,26,7.0,52.0
2020,15,2020-12-20,MIN,27,1,CHI,33,-2.5,47.5
2020,16,2020-12-25,MIN,33,0,NOR,52,6.5,48.5
2020,17,2021-01-03,MIN,37,0,DET,35,-3.0,53.5
2020,1,2020-09-13,NOR,34,1,TAM,23,-4.0,48.5
2020,2,2020-09-21,NOR,24,0,RAI,34,-4.0,47.5
2020,3,2020-09-27,NOR,30,1,GNB,37,-3.5,52.0
2020,4,2020-10-04,NOR,35,0,DET,29,-3.0,51.5
2020,5,2020-10-12,NOR,30,1,SDG,27,-7.0,49.5
2020,7,2020-10-25,NOR,27,1,CAR,24,-7.0,49.5
2020,8,2020-11-01,NOR,26,0,CHI,23,-5.5,41.0
2020,9,2020-11-08,NOR,38,0,TAM,3,3.0,51.0
2020,10,2020-11-15,NOR,27,1,SFO,13,-9.5,50.0
2020,11,2020-11-22,NOR,24,1,ATL,9,-3.5,49.5
2020,12,2020-11-29,NOR,31,0,DEN,3,-17.0,36.5
2020,13,2020-12-06,NOR,21,0,ATL,16,-2.5,46.5
2020,14,2020-12-13,NOR,21,0,PHI,24,-7.5,43.0
2020,15,2020-12-20,NOR,29,1,KAN,32,2.5,54.0
2020,16,2020-12-25,NOR,52,1,MIN,33,-6.5,48.5
2020,17,2021-01-03,NOR,33,0,CAR,7,-6.0,47.0
2020,1,2020-09-13,NWE,21,1,MIA,11,-7.5,41.5
2020,2,2020-09-20,NWE,30,0,SEA,35,4.0,45.0
2020,3,2020-09-27,NWE,36,1,RAI,20,-7.0,47.0
2020,4,2020-10-05,NWE,10,0,KAN,26,11.0,48.5
2020,6,2020-10-18,NWE,12,1,DEN,18,-7.0,43.5
2020,7,2020-10-25,NWE,6,1,SFO,33,-3.0,44.5
2020,8,2020-11-01,NWE,21,0,BUF,24,4.0,41.0
2020,9,2020-11-09,NWE,30,0,NYJ,27,-9.0,42.0
2020,10,2020-11-15,NWE,23,1,RAV,17,7.0,44.0
2020,11,2020-11-22,NWE,20,0,HTX,27,-2.5,49.5
2020,12,2020-11-29,NWE,20,1,CRD,17,1.0,51.0
2020,13,2020-12-06,NWE,45,0,SDG,0,2.0,46.5
2020,14,2020-12-10,NWE,3,0,RAM,24,5.0,43.5
2020,15,2020-12-20,NWE,12,0,MIA,22,-1.5,40.5
2020,16,2020-12-28,NWE,9,1,BUF,38,7.0,47.5
2020,17,2021-01-03,NWE,28,1,NYJ,14,-3.0,41.0
2020,1,2020-09-14,NYG,16,1,PIT,26,6.0,44.0
2020,2,2020-09-20,NYG,13,0,CHI,17,4.5,42.5
2020,3,2020-09-27,NYG,9,1,SFO,36,3.0,44.0
2020,4,2020-10-04,NYG,9,0,RAM,17,13.5,50.0
2020,5,2020-10-11,NYG,34,0,DAL,37,7.5,52.0
2020,6,2020-10-18,NYG,20,1,WAS,19,-2.0,42.5
2020,7,2020-10-22,NYG,21,0,PHI,22,5.0,44.5
2020,8,2020-11-02,NYG,23,1,TAM,25,13.0,47.0
2020,9,2020-11-08,NYG,23,0,WAS,20,3.0,43.5
2020,10,2020-11-15,NYG,27,1,PHI,17,5.0,46.5
2020,12,2020-11-29,NYG,19,0,CIN,17,-6.5,45.0
2020,13,2020-12-06,NYG,17,0,SEA,12,11.0,48.5
2020,14,2020-12-13,NYG,7,1,CRD,26,3.0,47.5
2020,15,2020-12-20,NYG,6,1,CLE,20,6.0,45.0
2020,16,2020-12-27,NYG,13,0,RAV,27,10.0,43.0
2020,17,2021-01-03,NYG,23,1,DAL,19,1.5,44.5
2020,1,2020-09-13,NYJ,17,0,BUF,27,6.5,39.5
2020,2,2020-09-20,NYJ,13,1,SFO,31,7.0,41.5
2020,3,2020-09-27,NYJ,7,0,CLT,36,12.5,44.0
2020,4,2020-10-01,NYJ,28,1,DEN,37,-1.0,41.0
2020,5,2020-10-11,NYJ,10,1,CRD,30,7.0,48.5
2020,6,2020-10-18,NYJ,0,0,MIA,24,10.0,46.0
2020,7,2020-10-25,NYJ,10,1,BUF,18,9.5,47.0
2020,8,2020-11-01,NYJ,9,0,KAN,35,20.0,49.0
2020,9,2020-11-09,NYJ,27,1,NWE,30,9.0,42.0
2020,11,2020-11-22,NYJ,28,0,SDG,34,10.0,47.0
2020,12,2020-11-29,NYJ,3,1,MIA,20,7.5,46.5
2020,13,2020-12-06,NYJ,28,1,RAI,31,7.5,48.5
2020,14,2020-12-13,NYJ,3,0,SEA,40,16.5,50.5
2020,15,2020-12-20,NYJ,23,0,RAM,20,17.5,44.5
2020,16,2020-12-27,NYJ,23,1,CLE,16,6.5,45.0
2020,17,2021-01-03,NYJ,14,0,NWE,28,3.0,41.0
2020,1,2020-09-14,OTI,16,0,DEN,14,-3.5,41.5
2020,2,2020-09-20,OTI,33,1,JAX,30,-7.0,44.5
2020,3,2020-09-27,OTI,31,0,MIN,30,-3.0,49.5
2020,5,2020-10-13,OTI,42,1,BUF,16,3.0,52.0
2020,6,2020-10-18,OTI,42,1,HTX,36,-4.0,52.0
2020,7,2020-10-25,OTI,24,1,PIT,27,-1.0,51.0
2020,8,2020-11-01,OTI,20,0,CIN,31,-7.5,49.5
2020,9,2020-11-08,OTI,24,1,CHI,17,-6.5,46.5
2020,10,2020-11-12,OTI,17,1,CLT,34,1.0,49.5
2020,11,2020-11-22,OTI,30,0,RAV,24,6.0,50.5
2020,12,2020-11-29,OTI,45,0,CLT,26,3.0,51.5
2020,13,2020-12-06,OTI,35,1,CLE,41,-4.0,54.0
2020,14,2020-12-13,OTI,31,0,JAX,10,-7.5,52.5
2020,15,2020-12-20,OTI,46,1,DET,25,-9.5,54.5
2020,16,2020-12-27,OTI,14,0,GNB,40,3.0,52.5
2020,17,2021-01-03,OTI,41,0,HTX,38,-7.0,55.5
2020,1,2020-09-13,PHI,17,0,WAS,27,-5.5,41.5
2020,2,2020-09-20,PHI,19,1,RAM,37,-2.0,46.0
2020,3,2020-09-27,PHI,23,1,CIN,23,-5.5,46.5
2020,4,2020-10-04,PHI,25,0,SFO,20,8.5,45.5
2020,5,2020-10-11,PHI,29,0,PIT,38,7.5,44.0
2020,6,2020-10-18,PHI,28,1,RAV,30,10.5,46.5
2020,7,2020-10-22,PHI,22,1,NYG,21,-5.0,44.5
2020,8,2020-11-01,PHI,23,1,DAL,9,-10.5,43.0
2020,10,2020-11-15,PHI,17,0,NYG,27,-5.0,46.5
2020,11,2020-11-22,PHI,17,0,CLE,22,2.5,45.5
2020,12,2020-11-30,PHI,17,1,SEA,23,6.5,50.0
2020,13,2020-12-06,PHI,16,0,GNB,30,8.0,50.0
2020,14,2020-12-13,PHI,24,1,NOR,21,7.5,43.0
2020,15,2020-12-20,PHI,26,0,CRD,33,6.5,49.5
2020,16,2020-12-27,PHI,17,0,DAL,37,-3.0,50.0
2020,17,2021-01-03,PHI,14,1,WAS,20,6.5,44.0
2020,1,2020-09-14,PIT,26,0,NYG,16,-6.0,44.0
2020,2,2020-09-20,PIT,26,1,DEN,21,-6.0,41.0
2020,3,2020-09-27,PIT,28,1,HTX,21,-3.5,46.5
2020,5,2020-10-11,PIT,38,1,PHI,29,-7.5,44.0
2020,6,2020-10-18,PIT,38,1,CLE,7,-3.0,50.0
2020,7,2020-10-25,PIT,27,0,OTI,24,1.0,51.0
2020,8,2020-11-01,PIT,28,0,RAV,24,4.0,44.0
2020,9,2020-11-08,PIT,24,0,DAL,19,-14.0,44.0
2020,10,2020-11-15,PIT,36,1,CIN,10,-6.5,46.0
2020,11,2020-11-22,PIT,27,0,JAX,3,-11.0,47.5
2020,12,2020-12-02,PIT,19,1,RAV,14,-10.0,42.0
2020,13,2020-12-07,PIT,17,1,WAS,23,-6.5,43.5
2020,14,2020-12-13,PIT,15,0,BUF,26,2.0,48.5
2020,15,2020-12-21,PIT,17,0,CIN,27,-14.5,40.5
2020,16,2020-12-27,PIT,28,1,CLT,24,1.0,43.5
2020,17,2021-01-03,PIT,22,0,CLE,24,10.5,44.5
2020,1,2020-09-13,RAI,34,0,CAR,30,-3.0,48.0
2020,2,2020-09-21,RAI,34,1,NOR,24,4.0,47.5
2020,3,2020-09-27,RAI,20,0,NWE,36,7.0,47.0
2020,4,2020-10-04,RAI,23,1,BUF,30,3.0,53.0
2020,5,2020-10-11,RAI,40,0,KAN,32,11.0,54.5
2020,7,2020-10-25,RAI,20,1,TAM,45,3.5,51.5
2020,8,2020-11-01,RAI,16,0,CLE,6,1.0,48.0
2020,9,2020-11-08,RAI,31,0,SDG,26,-1.0,52.5
2020,10,2020-11-15,RAI,37,1,DEN,12,-3.5,50.0
2020,11,2020-11-22,RAI,31,1,KAN,35,7.5,56.5
2020,12,2020-11-29,RAI,6,0,ATL,43,-3.5,53.0
2020,13,2020-12-06,RAI,31,0,NYJ,28,-7.5,48.5
2020,14,2020-12-13,RAI,27,1,CLT,44,2.5,52.0
2020,15,2020-12-17,RAI,27,1,SDG,30,-3.5,52.5
2020,16,2020-12-26,RAI,25,1,MIA,26,3.0,48.0
2020,17,2021-01-03,RAI,32,0,DEN,31,-2.5,50.5
2020,1,2020-09-13,RAM,20,1,DAL,17,-1.0,52.0
2020,2,2020-09-20,RAM,37,0,PHI,19,2.0,46.0
2020,3,2020-09-27,RAM,32,0,BUF,35,1.5,46.5
2020,4,2020-10-04,RAM,17,1,NYG,9,-13.5,50.0
2020,5,2020-10-11,RAM,30,0,WAS,10,-7.0,45.0
2020,6,2020-10-18,RAM,16,0,SFO,24,-2.5,51.0
2020,7,2020-10-26,RAM,24,1,CHI,10,-6.5,44.0
2020,8,2020-11-01,RAM,17,0,MIA,28,-3.5,46.5
2020,10,2020-11-15,RAM,23,1,SEA,16,-3.0,55.0
2020,11,2020-11-23,RAM,27,0,TAM,24,4.0,47.5
2020,12,2020-11-29,RAM,20,1,SFO,23,-5.0,45.0
2020,13,2020-12-06,RAM,38,0,CRD,28,-2.5,49.0
2020,14,2020-12-10,RAM,24,1,NWE,3,-5.0,43.5
2020,15,2020-12-20,RAM,20,1,NYJ,23,-17.5,44.5
2020,16,2020-12-27,RAM,9,0,SEA,20,1.5,47.5
2020,17,2021-01-03,RAM,18,1,CRD,7,-1.0,42.0
2020,1,2020-09-13,RAV,38,1,CLE,6,-7.0,47.0
2020,2,2020-09-20,RAV,33,0,HTX,16,-7.5,49.5
2020,3,2020-09-28,RAV,20,1,KAN,34,-3.5,55.0
2020,4,2020-10-04,RAV,31,0,WAS,17,-14.5,45.0
2020,5,2020-10-11,RAV,27,1,CIN,3,-12.5,49.0
2020,6,2020-10-18,RAV,30,0,PHI,28,-10.5,46.5
2020,8,2020-11-01,RAV,24,1,PIT,28,-4.0,44.0
2020,9,2020-11-08,RAV,24,0,CLT,10,1.0,47.5
2020,10,2020-11-15,RAV,17,0,NWE,23,-7.0,44.0
2020,11,2020-11-22,RAV,24,1,OTI,30,-6.0,50.5
2020,12,2020-12-02,RAV,14,0,PIT,19,10.0,42.0
2020,13,2020-12-08,RAV,34,1,DAL,17,-8.0,45.5
2020,14,2020-12-14,RAV,47,0,CLE,42,-3.0,46.0
2020,15,2020-12-20,RAV,40,1,JAX,14,-13.0,49.0
2020,16,2020-12-27,RAV,27,1,NYG,13,-10.0,43.0
2020,17,2021-01-03,RAV,38,0,CIN,3,-13.5,46.0
2020,1,2020-09-13,SDG,16,0,CIN,13,-2.5,41.5
2020,2,2020-09-20,SDG,20,1,KAN,23,8.5,47.0
2020,3,2020-09-27,SDG,16,1,CAR,21,-6.0,43.5
2020,4,2020-10-04,SDG,31,0,TAM,38,7.5,42.5
2020,5,2020-10-12,SDG,27,0,NOR,30,7.0,49.5
2020,7,2020-10-25,SDG,39,1,JAX,29,-8.0,48.0
2020,8,2020-11-01,SDG,30,0,DEN,31,-3.0,44.5
2020,9,2020-11-08,SDG,26,1,RAI,31,1.0,52.5
2020,10,2020-11-15,SDG,21,0,MIA,29,1.5,49.0
2020,11,2020-11-22,SDG,34,1,NYJ,28,-10.0,47.0
2020,12,2020-11-29,SDG,17,0,BUF,27,4.5,51.5
2020,13,2020-12-06,SDG,0,1,NWE,45,-2.0,46.5
2020,14,2020-12-13,SDG,20,1,ATL,17,-1.0,49.5
2020,15,2020-12-17,SDG,30,0,RAI,27,3.5,52.5
2020,16,2020-12-27,SDG,19,1,DEN,16,-2.5,47.5
2020,17,2021-01-03,SDG,38,0,KAN,21,-7.0,43.0
2020,1,2020-09-13,SEA,38,0,ATL,25,1.0,49.5
2020,2,2020-09-20,SEA,35,1,NWE,30,-4.0,45.0
2020,3,2020-09-27,SEA,38,1,DAL,31,-5.5,58.0
2020,4,2020-10-04,SEA,31,0,MIA,23,-4.5,55.0
2020,5,2020-10-11,SEA,27,1,MIN,26,-6.5,54.0
2020,7,2020-10-25,SEA,34,0,CRD,37,-3.5,55.5
2020,8,2020-11-01,SEA,37,1,SFO,27,-1.0,54.5
2020,9,2020-11-08,SEA,34,0,BUF,44,-3.0,55.5
2020,10,2020-11-15,SEA,16,0,RAM,23,3.0,55.0
2020,11,2020-11-19,SEA,28,1,CRD,21,-3.0,56.5
2020,12,2020-11-30,SEA,23,0,PHI,17,-6.5,50.0
2020,13,2020-12-06,SEA,12,1,NYG,17,-11.0,48.5
2020,14,2020-12-13,SEA,40,1,NYJ,3,-16.5,50.5
2020,15,2020-12-20,SEA,20,0,WAS,15,-6.0,44.5
2020,16,2020-12-27,SEA,20,1,RAM,9,-1.5,47.5
2020,17,2021-01-03,SEA,26,0,SFO,23,-7.0,44.5
2020,1,2020-09-13,SFO,20,1,CRD,24,-7.0,48.5
2020,2,2020-09-20,SFO,31,0,NYJ,13,-7.0,41.5
2020,3,2020-09-27,SFO,36,0,NYG,9,-3.0,44.0
2020,4,2020-10-04,SFO,20,1,PHI,25,-8.5,45.5
2020,5,2020-10-11,SFO,17,1,MIA,43,-8.5,50.5
2020,6,2020-10-18,SFO,24,1,RAM,16,2.5,51.0
2020,7,2020-10-25,SFO,33,0,NWE,6,3.0,44.5
2020,8,2020-11-01,SFO,27,0,SEA,37,1.0,54.5
2020,9,2020-11-05,SFO,17,1,GNB,34,6.0,48.5
2020,10,2020-11-15,SFO,13,0,NOR,27,9.5,50.0
2020,12,2020-11-29,SFO,23,0,RAM,20,5.0,45.0
2020,13,2020-12-07,SFO,24,1,BUF,34,-1.5,48.0
2020,14,2020-12-13,SFO,15,1,WAS,23,-3.0,43.5
2020,15,2020-12-20,SFO,33,0,DAL,41,-4.0,46.0
2020,16,2020-12-26,SFO,20,0,CRD,12,5.0,48.5
2020,17,2021-01-03,SFO,23,1,SEA,26,7.0,44.5
2020,1,2020-09-13,TAM,23,0,NOR,34,4.0,48.5
2020,2,2020-09-20,TAM,31,1,CAR,17,-7.5,47.0
2020,3,2020-09-27,TAM,28,0,DEN,10,-6.0,42.5
2020,4,2020-10-04,TAM,38,1,SDG,31,-7.5,42.5
2020,5,2020-10-08,TAM,19,0,CHI,20,-3.5,44.0
2020,6,2020-10-18,TAM,38,1,GNB,10,3.0,55.0
2020,7,2020-10-25,TAM,45,0,RAI,20,-3.5,51.5
2020,8,2020-11-02,TAM,25,0,NYG,23,-13.0,47.0
2020,9,2020-11-08,TAM,3,1,NOR,38,-3.0,51.0
2020,10,2020-11-15,TAM,46,0,CAR,23,-6.0,49.5
2020,11,2020-11-23,TAM,24,1,RAM,27,-4.0,47.5
2020,12,2020-11-29,TAM,24,1,KAN,27,3.5,56.0
2020,14,2020-12-13,TAM,26,1,MIN,14,-7.0,52.0
2020,15,2020-12-20,TAM,31,0,ATL,27,-6.0,49.5
2020,16,2020-12-26,TAM,47,0,DET,7,-9.5,54.0
2020,17,2021-01-03,TAM,44,1,ATL,27,-7.5,51.5
2020,1,2020-09-13,WAS,27,1,PHI,17,5.5,41.5
2020,2,2020-09-20,WAS,15,0,CRD,30,7.5,46.5
2020,3,2020-09-27,WAS,20,0,CLE,34,7.5,45.0
2020,4,2020-10-04,WAS,17,1,RAV,31,14.5,45.0
2020,5,2020-10-11,WAS,10,1,RAM,30,7.0,45.0
2020,6,2020-10-18,WAS,19,0,NYG,20,2.0,42.5
2020,7,2020-10-25,WAS,25,1,DAL,3,1.0,44.5
2020,9,2020-11-08,WAS,20,1,NYG,23,-3.0,43.5
2020,10,2020-11-15,WAS,27,0,DET,30,2.5,45.5
2020,11,2020-11-22,WAS,20,1,CIN,9,-2.0,48.0
2020,12,2020-11-26,WAS,41,0,DAL,16,2.5,46.0
2020,13,2020-12-07,WAS,23,0,PIT,17,6.5,43.5
2020,14,2020-12-13,WAS,23,0,SFO,15,3.0,43.5
2020,15,2020-12-20,WAS,15,1,SEA,20,6.0,44.5
2020,16,2020-12-27,WAS,13,1,CAR,20,1.0,41.5
2020,17,2021-01-03,WAS,20,0,PHI,14,-6.5,44.0
2021,1,2021-09-12,ATL,6,1,PHI,32,-3.5,49.0
2021,2,2021-09-19,ATL,25,0,TAM,48,12.5,51.5
2021,3,2021-09-26,ATL,17,0,NYG,14,3.0,47.5
2021,4,2021-10-03,ATL,30,1,WAS,34,2.0,48.0
2021,5,2021-10-10,ATL,27,1,NYJ,20,-2.5,45.0
2021,7,2021-10-24,ATL,30,0,MIA,28,-2.0,47.5
2021,8,2021-10-31,ATL,13,1,CAR,19,-3.0,47.0
2021,9,2021-11-07,ATL,27,0,NOR,25,6.0,41.5
2021,10,2021-11-14,ATL,3,0,DAL,43,8.0,55.0
2021,11,2021-11-18,ATL,0,1,NWE,25,7.0,47.0
2021,12,2021-11-28,ATL,21,0,JAX,14,-2.0,45.5
2021,13,2021-12-05,ATL,17,1,TAM,30,10.5,50.5
2021,14,2021-12-12,ATL,29,0,CAR,21,2.5,41.0
2021,15,2021-12-19,ATL,13,0,SFO,31,8.5,48.0
2021,16,2021-12-26,ATL,20,1,DET,16,-6.5,42.0
2021,17,2022-01-02,ATL,15,0,BUF,29,14.5,44.0
2021,18,2022-01-09,ATL,20,1,NOR,30,3.5,40.0
2021,1,2021-09-12,BUF,16,1,PIT,23,-6.5,48.5
2021,2,2021-09-19,BUF,35,0,MIA,0,-3.5,47.5
2021,3,2021-09-26,BUF,43,1,WAS,21,-7.0,45.5
2021,4,2021-10-03,BUF,40,1,HTX,0,-17.5,47.0
2021,5,2021-10-10,BUF,38,0,KAN,20,2.5,56.5
2021,6,2021-10-18,BUF,31,0,OTI,34,-6.0,53.5
2021,8,2021-10-31,BUF,26,1,MIA,11,-14.0,49.0
2021,9,2021-11-07,BUF,6,0,JAX,9,-14.5,48.5
2021,10,2021-11-14,BUF,45,0,NYJ,17,-13.0,47.5
2021,11,2021-11-21,BUF,15,1,CLT,41,-7.0,49.5
2021,12,2021-11-25,BUF,31,0,NOR,6,-6.5,45.0
2021,13,2021-12-06,BUF,10,1,NWE,14,-4.0,44.0
2021,14,2021-12-12,BUF,27,0,TAM,33,3.5,54.5
2021,15,2021-12-19,BUF,31,1,CAR,14,-14.5,43.0
2021,16,2021-12-26,BUF,33,0,NWE,21,1.5,43.5
2021,17,2022-01-02,BUF,29,1,ATL,15,-14.5,44.0
2021,18,2022-01-09,BUF,27,1,NYJ,10,-16.5,40.5
2021,1,2021-09-12,CAR,19,1,NYJ,14,-4.0,45.0
2021,2,2021-09-19,CAR,26,1,NOR,7,3.0,44.5
2021,3,2021-09-23,CAR,24,0,HTX,9,-9.0,43.5
2021,4,2021-10-03,CAR,28,0,DAL,36,4.0,51.5
2021,5,2021-10-10,CAR,18,1,PHI,21,-3.0,46.0
2021,6,2021-10-17,CAR,28,1,MIN,34,2.5,45.5
2021,7,2021-10-24,CAR,3,0,NYG,25,-3.0,42.5
2021,8,2021-10-31,CAR,19,0,ATL,13,3.0,47.0
2021,9,2021-11-07,CAR,6,1,NWE,24,3.5,41.0
2021,10,2021-11-14,CAR,34,0,CRD,10,10.5,43.0
2021,11,2021-11-21,CAR,21,1,WAS,27,-3.5,43.0
2021,12,2021-11-28,CAR,10,0,MIA,33,-2.5,42.0
2021,14,2021-12-12,CAR,21,1,ATL,29,-2.5,41.0
2021,15,2021-12-19,CAR,14,0,BUF,31,14.5,43.0
2021,16,2021-12-26,CAR,6,1,TAM,32,9.5,43.0
2021,17,2022-01-02,CAR,10,0,NOR,18,6.5,37.5
2021,18,2022-01-09,CAR,17,0,TAM,41,9.0,41.5
2021,1,2021-09-12,CHI,14,0,RAM,34,8.0,46.5
2021,2,2021-09-19,CHI,20,1,CIN,17,-1.5,44.5
2021,3,2021-09-26,CHI,6,0,CLE,26,7.5,44.5
2021,4,2021-10-03,CHI,24,1,DET,14,-3.0,41.5
2021,5,2021-10-10,CHI,20,0,RAI,9,5.5,45.5
2021,6,2021-10-17,CHI,14,1,GNB,24,6.0,44.0
2021,7,2021-10-24,CHI,3,0,TAM,38,11.5,47.0
2021,8,2021-10-31,CHI,22,1,SFO,33,4.0,39.5
2021,9,2021-11-08,CHI,27,0,PIT,29,6.5,38.5
2021,11,2021-11-21,CHI,13,1,RAV,16,5.0,43.5
2021,12,2021-11-25,CHI,16,0,DET,14,-3.0,41.0
2021,13,2021-12-05,CHI,22,1,CRD,33,7.5,42.0
2021,14,2021-12-12,CHI,30,0,GNB,45,11.5,43.0
2021,15,2021-12-20,CHI,9,1,MIN,17,6.5,44.5
2021,16,2021-12-26,CHI,25,0,SEA,24,6.5,41.5
