Season,Week,Date,Tm_Name,Tm_Pts,Home,Opp_Name,Opp_Pts,Spread,Total
2015,1,2015-09-14,ATL,26,1,PHI,24,2.5,54.5
2015,2,2015-09-20,ATL,24,0,NYG,20,2.5,51.0
2015,3,2015-09-27,ATL,39,0,DAL,28,-1.0,43.5
2015,4,2015-10-04,ATL,48,1,HTX,21,-6.0,47.0
2015,5,2015-10-11,ATL,25,1,WAS,19,-7.0,48.0
2015,6,2015-10-15,ATL,21,0,NOR,31,-3.0,51.0
2015,7,2015-10-25,ATL,10,0,OTI,7,-6.0,47.0
2015,8,2015-11-01,ATL,20,1,TAM,23,-7.0,48.5
2015,9,2015-11-08,ATL,16,0,SFO,17,-7.5,44.0
2015,11,2015-11-22,ATL,21,1,CLT,24,-4.5,47.5
2015,12,2015-11-29,ATL,10,1,MIN,20,-2.5,45.5
2015,13,2015-12-06,ATL,19,0,TAM,23,1.0,46.0
2015,14,2015-12-13,ATL,0,0,CAR,38,7.5,46.5
2015,15,2015-12-20,ATL,23,0,JAX,17,3.0,49.0
2015,16,2015-12-27,ATL,20,1,CAR,13,6.5,47.5
2015,17,2016-01-03,ATL,17,1,NOR,20,-5.5,52.5
2015,1,2015-09-13,BUF,27,1,CLT,14,2.5,45.0
2015,2,2015-09-20,BUF,32,1,NWE,40,1.0,44.0
2015,3,2015-09-27,BUF,41,0,MIA,14,2.5,41.5
2015,4,2015-10-04,BUF,10,1,NYG,24,-5.5,45.5
2015,5,2015-10-11,BUF,14,0,OTI,13,-1.0,42.0
2015,6,2015-10-18,BUF,21,1,CIN,34,3.0,43.0
2015,7,2015-10-25,BUF,31,0,JAX,34,-4.0,41.0
2015,9,2015-11-08,BUF,33,1,MIA,17,-3.0,44.0
2015,10,2015-11-12,BUF,22,0,NYJ,17,2.5,42.5
2015,11,2015-11-23,BUF,13,0,NWE,20,7.0,48.0
2015,12,2015-11-29,BUF,22,0,KAN,30,5.5,41.5
2015,13,2015-12-06,BUF,30,1,HTX,21,-3.5,41.5
2015,14,2015-12-13,BUF,20,0,PHI,23,1.0,47.0
2015,15,2015-12-20,BUF,25,0,WAS,35,-2.5,44.0
2015,16,2015-12-27,BUF,16,1,DAL,6,-6.5,42.0
2015,17,2016-01-03,BUF,22,1,NYJ,17,3.0,42.0
2015,1,2015-09-13,CAR,20,0,JAX,9,-3.0,40.5
2015,2,2015-09-20,CAR,24,1,HTX,17,-3.0,39.5
2015,3,2015-09-27,CAR,27,1,NOR,22,-9.5,43.5
2015,4,2015-10-04,CAR,37,0,TAM,23,-3.0,40.0
2015,6,2015-10-18,CAR,27,0,SEA,23,7.0,40.5
2015,7,2015-10-25,CAR,27,1,PHI,16,-3.0,45.0
2015,8,2015-11-02,CAR,29,1,CLT,26,-6.5,46.5
2015,9,2015-11-08,CAR,37,1,GNB,29,2.5,46.0
2015,10,2015-11-15,CAR,27,0,OTI,10,-4.0,44.5
2015,11,2015-11-22,CAR,44,1,WAS,16,-7.0,44.5
2015,12,2015-11-26,CAR,33,0,DAL,14,1.5,45.5
2015,13,2015-12-06,CAR,41,0,NOR,38,-6.5,50.0
2015,14,2015-12-13,CAR,38,1,ATL,0,-7.5,46.5
2015,15,2015-12-20,CAR,38,0,NYG,35,-4.0,48.0
2015,16,2015-12-27,CAR,13,0,ATL,20,-6.5,47.5
2015,17,2016-01-03,CAR,38,1,TAM,10,-10.0,46.0
2015,1,2015-09-13,CHI,23,1,GNB,31,6.5,49.0
2015,2,2015-09-20,CHI,23,1,CRD,48,2.0,46.0
2015,3,2015-09-27,CHI,0,0,SEA,26,14.5,43.5
2015,4,2015-10-04,CHI,22,1,RAI,20,3.0,44.0
2015,5,2015-10-11,CHI,18,0,KAN,17,9.0,45.0
2015,6,2015-10-18,CHI,34,0,DET,37,3.0,44.0
2015,8,2015-11-01,CHI,20,1,MIN,23,1.0,43.0
2015,9,2015-11-09,CHI,22,0,SDG,19,4.5,49.5
2015,10,2015-11-15,CHI,37,0,RAM,13,6.5,42.5
2015,11,2015-11-22,CHI,15,1,DEN,17,1.0,41.0
2015,12,2015-11-26,CHI,17,0,GNB,13,8.5,44.5
2015,13,2015-12-06,CHI,20,1,SFO,26,-6.5,43.5
2015,14,2015-12-13,CHI,21,1,WAS,24,-3.5,43.0
2015,15,2015-12-20,CHI,17,0,MIN,38,5.5,43.0
2015,16,2015-12-27,CHI,26,0,TAM,21,3.0,45.0
2015,17,2016-01-03,CHI,20,1,DET,24,1.0,45.5
2015,1,2015-09-13,CIN,33,0,RAI,13,-3.0,43.0
2015,2,2015-09-20,CIN,24,1,SDG,19,-3.0,47.0
2015,3,2015-09-27,CIN,28,0,RAV,24,2.5,44.5
2015,4,2015-10-04,CIN,36,1,KAN,21,-3.5,45.0
2015,5,2015-10-11,CIN,27,1,SEA,24,-3.0,43.5
2015,6,2015-10-18,CIN,34,0,BUF,21,-3.0,43.0
2015,8,2015-11-01,CIN,16,0,PIT,10,1.0,48.5
2015,9,2015-11-05,CIN,31,1,CLE,10,-11.0,45.0
2015,10,2015-11-16,CIN,6,1,HTX,10,-10.5,47.0
2015,11,2015-11-22,CIN,31,0,CRD,34,4.5,48.5
2015,12,2015-11-29,CIN,31,1,RAM,7,-8.5,42.0
2015,13,2015-12-06,CIN,37,0,CLE,3,-9.0,43.5
2015,14,2015-12-13,CIN,20,1,PIT,33,-2.5,50.0
2015,15,2015-12-20,CIN,24,0,SFO,14,-5.5,40.5
2015,16,2015-12-28,CIN,17,0,DEN,20,3.0,39.5
2015,17,2016-01-03,CIN,24,1,RAV,16,-9.5,41.5
2015,1,2015-09-13,CLE,10,0,NYJ,31,3.5,39.5
2015,2,2015-09-20,CLE,28,1,OTI,14,2.0,41.0
2015,3,2015-09-27,CLE,20,1,RAI,27,-3.5,42.5
2015,4,2015-10-04,CLE,27,0,SDG,30,7.0,44.5
2015,5,2015-10-11,CLE,33,0,RAV,30,6.0,42.5
2015,6,2015-10-18,CLE,23,1,DEN,26,3.5,42.0
2015,7,2015-10-25,CLE,6,0,RAM,24,6.5,41.5
2015,8,2015-11-01,CLE,20,1,CRD,34,6.0,46.0
2015,9,2015-11-05,CLE,10,0,CIN,31,11.0,45.0
2015,10,2015-11-15,CLE,9,0,PIT,30,6.0,41.5
2015,12,2015-11-30,CLE,27,1,RAV,33,-3.5,41.5
2015,13,2015-12-06,CLE,3,1,CIN,37,9.0,43.5
2015,14,2015-12-13,CLE,24,1,SFO,10,-1.5,41.5
2015,15,2015-12-20,CLE,13,0,SEA,30,14.0,43.0
2015,16,2015-12-27,CLE,13,0,KAN,17,10.5,42.5
2015,17,2016-01-03,CLE,12,1,PIT,28,11.0,46.5
2015,1,2015-09-13,CLT,14,0,BUF,27,-2.5,45.0
2015,2,2015-09-21,CLT,7,1,NYJ,20,-7.0,46.5
2015,3,2015-09-27,CLT,35,0,OTI,33,-3.5,46.0
2015,4,2015-10-04,CLT,16,1,JAX,13,-9.5,48.0
2015,5,2015-10-08,CLT,27,0,HTX,20,2.0,44.5
2015,6,2015-10-18,CLT,27,1,NWE,34,9.5,54.5
2015,7,2015-10-25,CLT,21,1,NOR,27,-4.0,52.0
2015,8,2015-11-02,CLT,26,0,CAR,29,6.5,46.5
2015,9,2015-11-08,CLT,27,1,DEN,24,5.5,45.5
2015,11,2015-11-22,CLT,24,0,ATL,21,4.5,47.5
2015,12,2015-11-29,CLT,25,1,TAM,12,-3.0,46.0
2015,13,2015-12-06,CLT,10,0,PIT,45,7.5,49.0
2015,14,2015-12-13,CLT,16,0,JAX,51,1.5,46.0
2015,15,2015-12-20,CLT,10,1,HTX,16,-1.5,42.0
2015,16,2015-12-27,CLT,18,0,MIA,12,2.5,43.0
2015,17,2016-01-03,CLT,30,1,OTI,24,-4.5,39.0
2015,1,2015-09-13,CRD,31,1,NOR,19,-2.0,48.5
2015,2,2015-09-20,CRD,48,0,CHI,23,-2.0,46.0
2015,3,2015-09-27,CRD,47,1,SFO,7,-6.5,45.0
2015,4,2015-10-04,CRD,22,1,RAM,24,-7.0,44.0
2015,5,2015-10-11,CRD,42,0,DET,17,-3.0,45.5
2015,6,2015-10-18,CRD,13,0,PIT,25,-3.5,45.0
2015,7,2015-10-26,CRD,26,1,RAV,18,-8.0,49.0
2015,8,2015-11-01,CRD,34,0,CLE,20,-6.0,46.0
2015,10,2015-11-15,CRD,39,0,SEA,32,3.0,44.5
2015,11,2015-11-22,CRD,34,1,CIN,31,-4.5,48.5
2015,12,2015-11-29,CRD,19,0,SFO,13,-9.5,45.0
2015,13,2015-12-06,CRD,27,0,RAM,3,-4.5,43.0
2015,14,2015-12-10,CRD,23,1,MIN,20,-8.5,46.5
2015,15,2015-12-20,CRD,40,0,PHI,17,-3.5,51.5
2015,16,2015-12-27,CRD,38,1,GNB,8,-4.5,50.5
2015,17,2016-01-03,CRD,6,1,SEA,36,-6.5,47.0
2015,1,2015-09-13,DAL,27,1,NYG,26,-6.0,51.5
2015,2,2015-09-20,DAL,20,0,PHI,10,5.0,55.0
2015,3,2015-09-27,DAL,28,1,ATL,39,1.0,43.5
2015,4,2015-10-04,DAL,20,0,NOR,26,3.0,48.0
2015,5,2015-10-11,DAL,6,1,NWE,30,9.0,49.5
2015,7,2015-10-25,DAL,20,0,NYG,27,3.0,45.0
2015,8,2015-11-01,DAL,12,1,SEA,13,4.5,41.0
2015,9,2015-11-08,DAL,27,1,PHI,33,3.0,43.5
2015,10,2015-11-15,DAL,6,0,TAM,10,1.0,43.0
2015,11,2015-11-22,DAL,24,0,MIA,14,-1.5,46.0
2015,12,2015-11-26,DAL,14,1,CAR,33,-1.5,45.5
2015,13,2015-12-07,DAL,19,0,WAS,16,3.5,42.0
2015,14,2015-12-13,DAL,7,0,GNB,28,6.5,42.5
2015,15,2015-12-19,DAL,16,1,NYJ,19,3.0,41.5
2015,16,2015-12-27,DAL,6,0,BUF,16,6.5,42.0
2015,17,2016-01-03,DAL,23,1,WAS,34,-3.5,39.5
2015,1,2015-09-13,DEN,19,1,RAV,13,-4.5,48.0
2015,2,2015-09-17,DEN,31,0,KAN,24,3.0,42.0
2015,3,2015-09-27,DEN,24,0,DET,12,-3.0,44.5
2015,4,2015-10-04,DEN,23,1,MIN,20,-7.0,42.5
2015,5,2015-10-11,DEN,16,0,RAI,10,-4.0,44.0
2015,6,2015-10-18,DEN,26,0,CLE,23,-3.5,42.0
2015,8,2015-11-01,DEN,29,1,GNB,10,2.5,45.5
2015,9,2015-11-08,DEN,24,0,CLT,27,-5.5,45.5
2015,10,2015-11-15,DEN,13,1,KAN,29,-4.5,42.0
2015,11,2015-11-22,DEN,17,0,CHI,15,-1.0,41.0
2015,12,2015-11-29,DEN,30,1,NWE,24,2.5,43.5
2015,13,2015-12-06,DEN,17,0,SDG,3,-3.5,43.5
2015,14,2015-12-13,DEN,12,1,RAI,15,-6.5,43.5
2015,15,2015-12-20,DEN,27,0,PIT,34,6.0,45.0
2015,16,2015-12-28,DEN,20,1,CIN,17,-3.0,39.5
2015,17,2016-01-03,DEN,27,1,SDG,20,-10.0,41.5
2015,1,2015-09-13,DET,28,0,SDG,33,2.5,45.5
2015,2,2015-09-20,DET,16,0,MIN,26,2.0,43.5
2015,3,2015-09-27,DET,12,1,DEN,24,3.0,44.5
2015,4,2015-10-05,DET,10,0,SEA,13,9.5,43.0
2015,5,2015-10-11,DET,17,1,CRD,42,3.0,45.5
2015,6,2015-10-18,DET,37,1,CHI,34,-3.0,44.0
2015,7,2015-10-25,DET,19,1,MIN,28,2.0,44.5
2015,8,2015-11-01,DET,10,0,KAN,45,3.5,45.0
2015,10,2015-11-15,DET,18,0,GNB,16,10.5,49.5
2015,11,2015-11-22,DET,18,1,RAI,13,1.0,49.0
2015,12,2015-11-26,DET,45,1,PHI,14,-2.0,46.0
2015,13,2015-12-03,DET,23,1,GNB,27,3.0,46.5
2015,14,2015-12-13,DET,14,0,RAM,21,-3.5,41.0
2015,15,2015-12-21,DET,35,0,NOR,27,2.5,51.5
2015,16,2015-12-27,DET,32,1,SFO,17,-9.5,42.0
2015,17,2016-01-03,DET,24,0,CHI,20,-1.0,45.5
2015,1,2015-09-13,GNB,31,0,CHI,23,-6.5,49.0
2015,2,2015-09-20,GNB,27,1,SEA,17,-3.0,49.0
2015,3,2015-09-28,GNB,38,1,KAN,28,-6.0,49.0
2015,4,2015-10-04,GNB,17,0,SFO,3,-7.5,48.0
2015,5,2015-10-11,GNB,24,1,RAM,10,-9.0,45.5
2015,6,2015-10-18,GNB,27,1,SDG,20,-10.5,51.0
2015,8,2015-11-01,GNB,10,0,DEN,29,-2.5,45.5
2015,9,2015-11-08,GNB,29,0,CAR,37,-2.5,46.0
2015,10,2015-11-15,GNB,16,1,DET,18,-10.5,49.5
2015,11,2015-11-22,GNB,30,0,MIN,13,1.0,44.0
2015,12,2015-11-26,GNB,13,1,CHI,17,-8.5,44.5
2015,13,2015-12-03,GNB,27,0,DET,23,-3.0,46.5
2015,14,2015-12-13,GNB,28,1,DAL,7,-6.5,42.5
2015,15,2015-12-20,GNB,30,0,RAI,20,-3.0,47.0
2015,16,2015-12-27,GNB,8,0,CRD,38,4.5,50.5
2015,17,2016-01-03,GNB,13,1,MIN,20,-3.0,45.5
2015,1,2015-09-13,HTX,20,1,KAN,27,-1.0,41.0
2015,2,2015-09-20,HTX,17,0,CAR,24,3.0,39.5
2015,3,2015-09-27,HTX,19,1,TAM,9,-6.5,40.5
2015,4,2015-10-04,HTX,21,0,ATL,48,6.0,47.0
2015,5,2015-10-08,HTX,20,1,CLT,27,-2.0,44.5
2015,6,2015-10-18,HTX,31,0,JAX,20,2.5,43.0
2015,7,2015-10-25,HTX,26,0,MIA,44,4.5,44.5
2015,8,2015-11-01,HTX,20,1,OTI,6,-3.5,42.5
2015,10,2015-11-16,HTX,10,0,CIN,6,10.5,47.0
2015,11,2015-11-22,HTX,24,1,NYJ,17,3.0,40.5
2015,12,2015-11-29,HTX,24,1,NOR,6,-3.0,48.0
2015,13,2015-12-06,HTX,21,0,BUF,30,3.5,41.5
2015,14,2015-12-13,HTX,6,1,NWE,27,3.5,45.0
2015,15,2015-12-20,HTX,16,0,CLT,10,1.5,42.0
2015,16,2015-12-27,HTX,34,0,OTI,6,-3.5,40.0
2015,17,2016-01-03,HTX,30,1,JAX,6,-6.5,45.5
2015,1,2015-09-13,JAX,9,1,CAR,20,3.0,40.5
2015,2,2015-09-20,JAX,23,1,MIA,20,6.0,41.5
2015,3,2015-09-27,JAX,17,0,NWE,51,13.5,49.0
2015,4,2015-10-04,JAX,13,0,CLT,16,9.5,48.0
2015,5,2015-10-11,JAX,31,0,TAM,38,2.5,41.5
2015,6,2015-10-18,JAX,20,1,HTX,31,-2.5,43.0
2015,7,2015-10-25,JAX,34,1,BUF,31,4.0,41.0
2015,9,2015-11-08,JAX,23,0,NYJ,28,8.0,42.0
2015,10,2015-11-15,JAX,22,0,RAV,20,5.0,47.5
2015,11,2015-11-19,JAX,19,1,OTI,13,-2.5,43.0
2015,12,2015-11-29,JAX,25,1,SDG,31,-4.5,46.5
2015,13,2015-12-06,JAX,39,0,OTI,42,2.5,43.5
2015,14,2015-12-13,JAX,51,1,CLT,16,-1.5,46.0
2015,15,2015-12-20,JAX,17,1,ATL,23,-3.0,49.0
2015,16,2015-12-27,JAX,27,0,NOR,38,3.0,51.5
2015,17,2016-01-03,JAX,6,0,HTX,30,6.5,45.5
2015,1,2015-09-13,KAN,27,0,HTX,20,1.0,41.0
2015,2,2015-09-17,KAN,24,1,DEN,31,-3.0,42.0
2015,3,2015-09-28,KAN,28,0,GNB,38,6.0,49.0
2015,4,2015-10-04,KAN,21,0,CIN,36,3.5,45.0
2015,5,2015-10-11,KAN,17,1,CHI,18,-9.0,45.0
2015,6,2015-10-18,KAN,10,0,MIN,16,3.5,43.0
2015,7,2015-10-25,KAN,23,1,PIT,13,-3.0,43.0
2015,8,2015-11-01,KAN,45,1,DET,10,-3.5,45.0
2015,10,2015-11-15,KAN,29,0,DEN,13,4.5,42.0
2015,11,2015-11-22,KAN,33,0,SDG,3,-3.0,45.0
2015,12,2015-11-29,KAN,30,1,BUF,22,-5.5,41.5
2015,13,2015-12-06,KAN,34,0,RAI,20,-3.0,44.5
2015,14,2015-12-13,KAN,10,1,SDG,3,-10.5,44.0
2015,15,2015-12-20,KAN,34,0,RAV,14,-6.5,41.0
2015,16,2015-12-27,KAN,17,1,CLE,13,-10.5,42.5
2015,17,2016-01-03,KAN,23,1,RAI,17,-7.0,43.0
2015,1,2015-09-13,MIA,17,0,WAS,10,-3.0,43.5
2015,2,2015-09-20,MIA,20,0,JAX,23,-6.0,41.5
2015,3,2015-09-27,MIA,14,1,BUF,41,-2.5,41.5
2015,4,2015-10-04,MIA,14,1,NYJ,27,1.5,42.0
2015,6,2015-10-18,MIA,38,0,OTI,10,2.0,43.5
2015,7,2015-10-25,MIA,44,1,HTX,26,-4.5,44.5
2015,8,2015-10-29,MIA,7,0,NWE,36,7.5,50.5
2015,9,2015-11-08,MIA,17,0,BUF,33,3.0,44.0
2015,10,2015-11-15,MIA,20,0,PHI,19,6.0,49.5
2015,11,2015-11-22,MIA,14,1,DAL,24,1.5,46.0
2015,12,2015-11-29,MIA,20,0,NYJ,38,4.0,42.5
2015,13,2015-12-06,MIA,15,1,RAV,13,-3.5,42.5
2015,14,2015-12-14,MIA,24,1,NYG,31,1.0,46.5
2015,15,2015-12-20,MIA,14,0,SDG,30,1.5,46.0
2015,16,2015-12-27,MIA,12,1,CLT,18,-2.5,43.0
2015,17,2016-01-03,MIA,20,1,NWE,10,9.0,46.5
2015,1,2015-09-14,MIN,3,0,SFO,20,-1.5,41.5
2015,2,2015-09-20,MIN,26,1,DET,16,-2.0,43.5
2015,3,2015-09-27,MIN,31,1,SDG,14,-1.0,44.5
2015,4,2015-10-04,MIN,20,0,DEN,23,7.0,42.5
2015,6,2015-10-18,MIN,16,1,KAN,10,-3.5,43.0
2015,7,2015-10-25,MIN,28,0,DET,19,-2.0,44.5
2015,8,2015-11-01,MIN,23,0,CHI,20,-1.0,43.0
2015,9,2015-11-08,MIN,21,1,RAM,18,-1.0,40.0
2015,10,2015-11-15,MIN,30,0,RAI,14,3.0,44.0
2015,11,2015-11-22,MIN,13,1,GNB,30,-1.0,44.0
2015,12,2015-11-29,MIN,20,0,ATL,10,2.5,45.5
2015,13,2015-12-06,MIN,7,1,SEA,38,1.5,42.0
2015,14,2015-12-10,MIN,20,0,CRD,23,8.5,46.5
2015,15,2015-12-20,MIN,38,1,CHI,17,-5.5,43.0
2015,16,2015-12-27,MIN,49,1,NYG,17,-7.0,44.5
2015,17,2016-01-03,MIN,20,0,GNB,13,3.0,45.5
2015,1,2015-09-13,NOR,19,0,CRD,31,2.0,48.5
2015,2,2015-09-20,NOR,19,1,TAM,26,-10.0,47.5
2015,3,2015-09-27,NOR,22,0,CAR,27,9.5,43.5
2015,4,2015-10-04,NOR,26,1,DAL,20,-3.0,48.0
2015,5,2015-10-11,NOR,17,0,PHI,39,6.0,49.5
2015,6,2015-10-15,NOR,31,1,ATL,21,3.0,51.0
2015,7,2015-10-25,NOR,27,0,CLT,21,4.0,52.0
2015,8,2015-11-01,NOR,52,1,NYG,49,-3.0,49.5
2015,9,2015-11-08,NOR,28,1,OTI,34,-7.5,48.0
2015,10,2015-11-15,NOR,14,0,WAS,47,-1.0,50.0
2015,12,2015-11-29,NOR,6,0,HTX,24,3.0,48.0
2015,13,2015-12-06,NOR,38,1,CAR,41,6.5,50.0
2015,14,2015-12-13,NOR,24,0,TAM,17,4.5,50.5
2015,15,2015-12-21,NOR,27,1,DET,35,-2.5,51.5
2015,16,2015-12-27,NOR,38,1,JAX,27,-3.0,51.5
2015,17,2016-01-03,NOR,20,0,ATL,17,5.5,52.5
2015,1,2015-09-10,NWE,28,1,PIT,21,-7.0,52.0
2015,2,2015-09-20,NWE,40,0,BUF,32,-1.0,44.0
2015,3,2015-09-27,NWE,51,1,JAX,17,-13.5,49.0
2015,5,2015-10-11,NWE,30,0,DAL,6,-9.0,49.5
2015,6,2015-10-18,NWE,34,0,CLT,27,-9.5,54.5
2015,7,2015-10-25,NWE,30,1,NYJ,23,-7.5,47.5
2015,8,2015-10-29,NWE,36,1,MIA,7,-7.5,50.5
2015,9,2015-11-08,NWE,27,1,WAS,10,-14.0,52.0
2015,10,2015-11-15,NWE,27,0,NYG,26,-7.5,54.0
2015,11,2015-11-23,NWE,20,1,BUF,13,-7.0,48.0
2015,12,2015-11-29,NWE,24,0,DEN,30,-2.5,43.5
2015,13,2015-12-06,NWE,28,1,PHI,35,-8.0,49.0
2015,14,2015-12-13,NWE,27,0,HTX,6,-3.5,45.0
2015,15,2015-12-20,NWE,33,1,OTI,16,-14.0,46.5
2015,16,2015-12-27,NWE,20,0,NYJ,26,-3.0,45.0
2015,17,2016-01-03,NWE,10,0,MIA,20,-9.0,46.5
2015,1,2015-09-13,NYG,26,0,DAL,27,6.0,51.5
2015,2,2015-09-20,NYG,20,1,ATL,24,-2.5,51.0
2015,3,2015-09-24,NYG,32,1,WAS,21,-3.5,44.0
2015,4,2015-10-04,NYG,24,0,BUF,10,5.5,45.5
2015,5,2015-10-11,NYG,30,1,SFO,27,-6.5,43.0
2015,6,2015-10-19,NYG,7,0,PHI,27,5.0,49.5
2015,7,2015-10-25,NYG,27,1,DAL,20,-3.0,45.0
2015,8,2015-11-01,NYG,49,0,NOR,52,3.0,49.5
2015,9,2015-11-08,NYG,32,0,TAM,18,-1.0,49.5
2015,10,2015-11-15,NYG,26,1,NWE,27,7.5,54.0
2015,12,2015-11-29,NYG,14,0,WAS,20,-2.5,47.0
2015,13,2015-12-06,NYG,20,1,NYJ,23,2.5,46.5
2015,14,2015-12-14,NYG,31,0,MIA,24,-1.0,46.5
2015,15,2015-12-20,NYG,35,1,CAR,38,4.0,48.0
2015,16,2015-12-27,NYG,17,0,MIN,49,7.0,44.5
2015,17,2016-01-03,NYG,30,1,PHI,35,-5.0,51.0
2015,1,2015-09-13,NYJ,31,1,CLE,10,-3.5,39.5
2015,2,2015-09-21,NYJ,20,0,CLT,7,7.0,46.5
2015,3,2015-09-27,NYJ,17,1,PHI,24,-1.5,45.5
2015,4,2015-10-04,NYJ,27,0,MIA,14,-1.5,42.0
2015,6,2015-10-18,NYJ,34,1,WAS,20,-7.0,40.5
2015,7,2015-10-25,NYJ,23,0,NWE,30,7.5,47.5
2015,8,2015-11-01,NYJ,20,0,RAI,34,-3.0,44.0
2015,9,2015-11-08,NYJ,28,1,JAX,23,-8.0,42.0
2015,10,2015-11-12,NYJ,17,1,BUF,22,-2.5,42.5
2015,11,2015-11-22,NYJ,17,0,HTX,24,-3.0,40.5
2015,12,2015-11-29,NYJ,38,1,MIA,20,-4.0,42.5
2015,13,2015-12-06,NYJ,23,0,NYG,20,-2.5,46.5
2015,14,2015-12-13,NYJ,30,1,OTI,8,-7.0,43.0
2015,15,2015-12-19,NYJ,19,0,DAL,16,-3.0,41.5
2015,16,2015-12-27,NYJ,26,1,NWE,20,3.0,45.0
2015,17,2016-01-03,NYJ,17,0,BUF,22,-3.0,42.0
2015,1,2015-09-13,OTI,42,0,TAM,14,3.0,41.0
2015,2,2015-09-20,OTI,14,0,CLE,28,-2.0,41.0
2015,3,2015-09-27,OTI,33,1,CLT,35,3.5,46.0
2015,5,2015-10-11,OTI,13,1,BUF,14,1.0,42.0
2015,6,2015-10-18,OTI,10,1,MIA,38,-2.0,43.5
2015,7,2015-10-25,OTI,7,1,ATL,10,6.0,47.0
2015,8,2015-11-01,OTI,6,0,HTX,20,3.5,42.5
2015,9,2015-11-08,OTI,34,0,NOR,28,7.5,48.0
2015,10,2015-11-15,OTI,10,1,CAR,27,4.0,44.5
2015,11,2015-11-19,OTI,13,0,JAX,19,2.5,43.0
2015,12,2015-11-29,OTI,21,1,RAI,24,1.0,44.0
2015,13,2015-12-06,OTI,42,1,JAX,39,-2.5,43.5
2015,14,2015-12-13,OTI,8,0,NYJ,30,7.0,43.0
2015,15,2015-12-20,OTI,16,0,NWE,33,14.0,46.5
2015,16,2015-12-27,OTI,6,1,HTX,34,3.5,40.0
2015,17,2016-01-03,OTI,24,0,CLT,30,4.5,39.0
2015,1,2015-09-14,PHI,24,0,ATL,26,-2.5,54.5
2015,2,2015-09-20,PHI,10,1,DAL,20,-5.0,55.0
2015,3,2015-09-27,PHI,24,0,NYJ,17,1.5,45.5
2015,4,2015-10-04,PHI,20,0,WAS,23,-3.0,44.0
2015,5,2015-10-11,PHI,39,1,NOR,17,-6.0,49.5
2015,6,2015-10-19,PHI,27,1,NYG,7,-5.0,49.5
2015,7,2015-10-25,PHI,16,0,CAR,27,3.0,45.0
2015,9,2015-11-08,PHI,33,0,DAL,27,-3.0,43.5
2015,10,2015-11-15,PHI,19,1,MIA,20,-6.0,49.5
2015,11,2015-11-22,PHI,17,1,TAM,45,-6.0,44.5
2015,12,2015-11-26,PHI,14,0,DET,45,2.0,46.0
2015,13,2015-12-06,PHI,35,0,NWE,28,8.0,49.0
2015,14,2015-12-13,PHI,23,1,BUF,20,-1.0,47.0
2015,15,2015-12-20,PHI,17,1,CRD,40,3.5,51.5
2015,16,2015-12-26,PHI,24,1,WAS,38,-3.0,48.0
2015,17,2016-01-03,PHI,35,0,NYG,30,5.0,51.0
2015,1,2015-09-10,PIT,21,0,NWE,28,7.0,52.0
2015,2,2015-09-20,PIT,43,1,SFO,18,-6.5,45.5
2015,3,2015-09-27,PIT,12,0,RAM,6,-1.0,48.0
2015,4,2015-10-01,PIT,20,1,RAV,23,2.5,43.5
2015,5,2015-10-12,PIT,24,0,SDG,20,3.5,46.0
2015,6,2015-10-18,PIT,25,1,CRD,13,3.5,45.0
2015,7,2015-10-25,PIT,13,0,KAN,23,3.0,43.0
2015,8,2015-11-01,PIT,10,1,CIN,16,-1.0,48.5
2015,9,2015-11-08,PIT,38,1,RAI,35,-4.5,48.5
2015,10,2015-11-15,PIT,30,1,CLE,9,-6.0,41.5
2015,12,2015-11-29,PIT,30,0,SEA,39,3.5,45.5
2015,13,2015-12-06,PIT,45,1,CLT,10,-7.5,49.0
2015,14,2015-12-13,PIT,33,0,CIN,20,2.5,50.0
2015,15,2015-12-20,PIT,34,1,DEN,27,-6.0,45.0
2015,16,2015-12-27,PIT,17,0,RAV,20,-10.0,47.0
2015,17,2016-01-03,PIT,28,0,CLE,12,-11.0,46.5
2015,1,2015-09-13,RAI,13,1,CIN,33,3.0,43.0
2015,2,2015-09-20,RAI,37,1,RAV,33,6.0,43.0
2015,3,2015-09-27,RAI,27,0,CLE,20,3.5,42.5
2015,4,2015-10-04,RAI,20,0,CHI,22,-3.0,44.0
2015,5,2015-10-11,RAI,10,1,DEN,16,4.0,44.0
2015,7,2015-10-25,RAI,37,0,SDG,29,3.5,47.0
2015,8,2015-11-01,RAI,34,1,NYJ,20,3.0,44.0
2015,9,2015-11-08,RAI,35,0,PIT,38,4.5,48.5
2015,10,2015-11-15,RAI,14,1,MIN,30,-3.0,44.0
2015,11,2015-11-22,RAI,13,0,DET,18,-1.0,49.0
2015,12,2015-11-29,RAI,24,0,OTI,21,-1.0,44.0
2015,13,2015-12-06,RAI,20,1,KAN,34,3.0,44.5
2015,14,2015-12-13,RAI,15,0,DEN,12,6.5,43.5
2015,15,2015-12-20,RAI,20,1,GNB,30,3.0,47.0
2015,16,2015-12-24,RAI,23,1,SDG,20,-6.0,46.5
2015,17,2016-01-03,RAI,17,0,KAN,23,7.0,43.0
2015,1,2015-09-13,RAM,34,1,SEA,31,4.0,40.5
2015,2,2015-09-20,RAM,10,0,WAS,24,-3.0,41.0
2015,3,2015-09-27,RAM,6,1,PIT,12,1.0,48.0
